Zon Café Restaurant Kegelhuis De;Zuiderhagen;43;POLYGON((257955.196479088 471221.955380594,257951.090890389 471234.117898848,257960.849100457 471237.001946297,257960.84909934 471237.001949805,257960.8491 471237.00195,257961.73092 471234.538125,257971.257020843 471237.580249694,257971.257060446 471237.580122494,257976.43197961 471239.232623209,257976.464947318 471239.243149144,257976.608927366 471238.87004658,257976.615295687 471238.872399006,257991.5541 471244.384975,257993.343039634 471239.642900971,257992.766590847 471239.425293673,257991.56606 471238.9721,257991.566060813 471238.972097997,257991.566057858 471238.972096881,257991.069950363 471238.784903786,257990.618003077 471239.982851992,257974.009009992 471234.062978863,257975.541962561 471229.22794965,257977.397891876 471223.61541006,257974.17898 471222.440975,257971.902105233 471221.610136346,257965.263026836 471219.414898158,257963.498928026 471224.750096491,257955.198003324 471221.950872824,257955.196479088 471221.955380594));POLYGON((257951.145593075 471232.384867255,257969.777911176 471242.857728311,257976.354049816 471236.981178888,257979.886184358 471231.229842232,257966.318409475 471226.983739941,257953.833836228 471223.196334397,257951.145593075 471232.384867255));POINT(257964.494 471230.969)
ROHO Caravans en Bemiddeling;Vechtstraat;35;POLYGON((258501.395074236 473114.083417305,258512.634980184 473114.187670601,258512.740082389 473109.129999273,258512.740082545 473109.129933601,258503.917047209 473109.048150032,258503.888066948 473111.478127798,258505.28394368 473111.495027341,258505.251968344 473114.119075542,258501.395097716 473114.073903908,258501.395074236 473114.083417305));POLYGON((258513.259596427 473109.469792557,258503.264250969 473109.41122608,258503.110892349 473114.457913871,258513.103291023 473114.672175831,258513.259596427 473109.469792557));POINT(258508.16 473112)
TKA Verzekeringen;Gronausestraat;65;POLYGON((259509.860158461 471230.270215906,259510.10104 471228.3459,259512.368937265 471220.653022866,259512.133093945 471220.5891217,259510.118982251 471227.484971286,259507.999993046 471226.847001608,259507.827947421 471226.79499689,259508.601901872 471224.215148718,259501.409107731 471222.080876657,259500.840090098 471223.998050918,259498.966972514 471230.210098184,259503.491072443 471231.568926531,259502.306113471 471235.512150477,259508.946901016 471237.506997329,259509.860158461 471230.270215906));POLYGON((259496.683591737 471229.411602236,259505.461804074 471233.032886184,259508.554503623 471225.564366772,259499.77628002 471221.943072219,259496.683591737 471229.411602236));POINT(259504.14 471227.28)
Hospers Hoeden;J.H.W. Robersstraat;85/A;POLYGON((255967.926008094 470406.133928806,255969.978068102 470401.261851208,255970.718900405 470401.573847664,255971.744006589 470399.141874472,255972.920921952 470396.346871709,255972.23689664 470396.05892644,255974.337950986 470391.072127867,255965.263987688 470387.249151891,255961.863898476 470395.319878065,255958.769020418 470402.665851189,255955.687943919 470409.980948004,255952.640897459 470417.212853197,255961.705893328 470421.030947259,255963.840061857 470415.968100744,255964.579970341 470416.279125596,255965.505033143 470414.083100918,255966.661927088 470411.338151701,255965.87303223 470411.005998439,255967.926008094 470406.133928806));POLYGON((255968.482709906 470406.070589051,255959.198360099 470402.20855743,255952.911085628 470416.77117158,255962.14609013 470420.763437227,255968.482709906 470406.070589051));POINT(255960.51 470411.2)
Manig Dakbedekkingen;Bruggertstraat;41;POLYGON((255692.334918323 471100.795085301,255697.287883907 471088.149958744,255695.06298334 471087.281922211,255693.153980111 471092.177071427,255690.755081283 471091.241074095,255687.729887955 471099.000122371,255692.334918323 471100.795085301));POLYGON((255692.53281998 471100.885471519,255696.277730157 471090.799180111,255693.741118904 471089.796938497,255689.786049944 471099.798220197,255692.53281998 471100.885471519));POINT(255692 471096.13)
Dijk Elektrotechniek C van;Hanenberglanden;196;POLYGON((259077.22383126 467828.618446202,259067.227148777 467826.084391374,259067.193033382 467826.218923219,259065.979093526 467831.009099357,259065.996754846 467831.013576144,259068.40191 467831.623025,259071.724725114 467832.465500466,259075.97604103 467833.543122851,259077.187910254 467828.760098356,259077.22383126 467828.618446202));POLYGON((259077.484345189 467828.830356242,259068.732576342 467826.609758176,259066.809789913 467833.790848698,259075.529119758 467836.131304761,259077.484345189 467828.830356242));POINT(259071.39 467829.78)
Arbeids-Fysio Company;J.J. van Deinselaan;89;POLYGON((258542.945983925 469960.352873099,258537.572948775 469960.21507254,258537.144917288 469960.201103738,258530.844071766 469959.997003137,258525.017018698 469959.807850905,258525.02001315 469959.708078299,258524.370949663 469959.688901061,258524.364968722 469959.897875612,258524.804038271 469959.909901206,258524.741943203 469962.198873368,258524.522981835 469962.193999419,258524.519071526 469962.40297397,258524.738032894 469962.406876315,258524.664891801 469966.40599936,258524.661897349 469966.774874484,258530.618898502 469966.981897862,258536.670893879 469967.175924043,258542.712066222 469967.380024645,258546.783072053 469967.455100982,258548.782920279 469967.524976848,258548.933112773 469963.115048381,258549.152989998 469963.125122802,258549.163112203 469962.914850124,258548.942996059 469962.905102226,258549.003028459 469960.615150495,258549.443021827 469960.634972815,258549.443021827 469960.43510108,258549.443021827 469960.425026659,258548.782920279 469960.404877817,258548.782920279 469960.504976946,258546.113079255 469960.43510108,258542.945983925 469960.352873099));POLYGON((258530.940555645 469966.914700066,258531.088526413 469960.88735746,258526.446527282 469960.757795992,258526.283560423 469966.795122502,258530.940555645 469966.914700066));POINT(258527.97 469963.4)
Penderie La;Madioenstraat;115;POLYGON((258878.11808 470217.839,258875.876960327 470218.436024913,258877.659916907 470225.278902649,258886.070099303 470232.370076543,258889.599913609 470228.179850094,258887.790037904 470226.640000728,258888.398323551 470226.443467563,258878.11808 470217.839));POLYGON((258875.847317409 470224.787785381,258887.617618225 470232.857672255,258891.539357027 470227.132253158,258879.768791774 470219.074594935,258875.847317409 470224.787785381));POINT(258882.55 470225.8)
Raby Hairfashion Kapsalon;Oogstplein;30;POLYGON((256015.958783193 470380.377491554,256008.319872225 470376.132092315,256003.476991248 470384.969609069,256012.191421158 470389.834312031,256017.137961867 470381.032875758,256015.958783193 470380.377491554));POLYGON((255968.739229442 470379.297355741,256034.220227236 470414.140246674,256044.195267005 470395.390366136,255978.725738442 470360.578083886,255968.739229442 470379.297355741));POINT(256009.96 470383.32)
Kirk Scheepvaartonderneming;Batshoek;50;POLYGON((255572.317115324 468982.494614346,255579.571846592 468983.486695165,255579.571931491 468983.486075755,255579.985930464 468980.459998427,255576.425988463 468979.960147866,255577.144900912 468974.604644696,255567.292856891 468973.257463269,255566.665021329 468977.852849769,255567.855961242 468978.015999641,255567.734980587 468978.902922995,255572.71493811 468979.572103468,255572.317115324 468982.494614346));POLYGON((255575.218107034 468973.134555443,255566.152695958 468973.233683395,255565.842470539 468976.266639184,255571.065502019 468976.801527918,255570.594077766 468981.265067084,255577.490234858 468981.993222371,255577.998033178 468976.948305791,255574.859675213 468976.608892783,255575.218107034 468973.134555443));POINT(255572.282 468976.002)
Paus Joannes School;Floraparkstraat;155;POLYGON((259444.590849105 472651.355843227,259453.778770003 472658.817657504,259455.094931744 472657.200926612,259453.57808232 472655.965922058,259456.177083838 472652.774098603,259458.374956157 472654.562901646,259467.778046408 472643.015003002,259462.99910743 472639.124102334,259465.340052455 472636.249149285,259465.671942906 472636.518896884,259468.146969316 472633.478850754,259478.494896905 472620.770052289,259472.390928665 472615.805027207,259472.823101416 472615.273002211,259466.29708263 472609.965096401,259463.589062338 472607.761928043,259454.42908021 472600.310973877,259454.009100296 472600.827078899,259447.888113053 472595.853922605,259433.773013021 472613.227122244,259440.043961802 472618.338071132,259442.95805776 472620.714153189,259455.180950575 472630.677022869,259456.508050469 472629.049099968,259456.873063068 472629.346148054,259453.567960115 472633.399872072,259456.037013548 472635.411952954,259446.27005751 472647.395026765,259447.582901899 472648.462971138,259446.293057453 472650.049951274,259445.908039363 472649.736003645,259444.590849105 472651.355843227));POLYGON((259432.607021056 472613.288522081,259442.964042527 472621.687651713,259446.417594974 472617.443561997,259458.234848977 472627.043061578,259453.401357145 472632.972548721,259455.465153415 472634.663238136,259440.370793065 472653.253538663,259448.916736733 472660.199956254,259454.953801025 472652.79568665,259458.545210586 472655.694255001,259470.324290547 472641.197905493,259464.560832199 472636.502248161,259477.027653998 472621.126361572,259470.593534336 472615.920543882,259472.950907399 472613.006593626,259456.117840487 472599.351699884,259453.186856821 472602.97611923,259445.841760524 472597.010182104,259432.607021056 472613.288522081));POINT(259456.75 472614.25)
Liduina RK Basisschool St;Scholten Reimerstraat;8;POLYGON((259268.443951819 474655.589850294,259270.849062543 474640.642125249,259274.368061779 474641.20794933,259275.104059954 474641.326899174,259275.490001863 474642.765996366,259282.355962673 474645.794996471,259282.64300005 474645.145972804,259284.014953018 474645.751122965,259284.828002595 474645.991953393,259285.558019828 474645.562950302,259285.741103516 474644.73387722,259285.583090403 474643.243101831,259286.288960882 474643.168025494,259285.49500094 474635.696922487,259284.233906423 474634.784976341,259284.354887078 474634.032922805,259284.905969853 474630.609053181,259302.707049663 474633.471972673,259302.158961341 474636.879922323,259301.695052173 474636.804853949,259300.07792045 474646.860026032,259298.978980308 474646.682899394,259295.549910212 474667.998024851,259298.191917163 474668.423125597,259297.639002676 474671.8658539,259301.348898253 474672.462872849,259305.058108929 474673.058928157,259305.596998866 474669.709147338,259308.250051843 474670.135872734,259311.686018736 474648.773950994,259310.582937331 474648.597150879,259314.339071713 474625.247852489,259305.283967094 474623.790876186,259305.191967322 474624.357998394,259284.776937624 474621.074852105,259281.939893068 474620.619846654,259253.554897334 474616.052948356,259252.423073964 474623.095048272,259252.961963902 474623.182150202,259252.642951189 474625.167902202,259252.099919987 474625.081126794,259250.968088653 474632.120949015,259262.420021469 474633.963046939,259262.377931892 474634.225977382,259259.159078725 474654.242075936,259258.334991088 474654.109149327,259256.877943109 474663.163975206,259257.739063203 474663.302102288,259256.333072231 474672.042972575,259263.334038246 474673.169101707,259263.414076136 474672.669896227,259265.692918129 474673.035848575,259267.011050594 474664.841951654,259272.727006292 474665.761049444,259274.213958976 474656.5180509,259268.443951819 474655.589850294));POLYGON((259251.988050216 474632.031660473,259263.989934788 474634.102331562,259260.409737502 474654.917193323,259258.875378036 474654.640043739,259257.525246465 474662.513529914,259259.365119375 474662.852200741,259257.519331329 474673.57362911,259265.877276375 474675.010553543,259267.770140731 474664.094257502,259273.052610438 474665.0073552,259274.32679122 474657.536247526,259267.864281729 474656.420787491,259270.394439333 474641.759706488,259274.479012399 474642.445588592,259275.906053271 474634.126874928,259284.960707051 474635.700933182,259285.645062092 474631.761308245,259302.874488899 474634.731796358,259296.67461523 474670.658715158,259306.554511588 474672.378729353,259314.552283013 474625.974161408,259254.811732585 474615.668972152,259251.988050216 474632.031660473));POINT(259265.671 474655.317)
Logegebouw Enschede;Dr. Coppesstraat;32;POLYGON((257511.038629217 473075.873115174,257494.196262483 473077.312360563,257494.884049798 473084.62792431,257487.863986184 473085.288001967,257489.764021984 473105.482851809,257491.606088052 473105.30897447,257492.282977648 473112.509023787,257494.533069712 473112.297126459,257494.815049969 473115.293952129,257493.636987794 473115.685898872,257492.654887044 473116.462003595,257491.957991958 473117.602101529,257491.83401685 473118.949875887,257492.152113706 473120.195926467,257493.010008393 473121.300927189,257494.168980934 473121.874874518,257495.490099887 473122.142025864,257497.929017661 473121.912902471,257498.066101462 473123.366948034,257506.450058507 473122.577846113,257506.410039562 473122.150149113,257516.616981005 473121.190100594,257515.815893311 473112.676076004,257516.73198072 473112.589953642,257515.661097642 473101.198053226,257516.984980092 473101.073902911,257516.162963087 473092.331073487,257505.737060275 473093.311923894,257506.642109623 473102.930949205,257501.503908032 473103.413900223,257499.711059294 473103.582903613,257497.960069177 473084.962028745,257499.423098096 473084.823901664,257500.175892282 473092.819878023,257500.493981174 473092.789973319,257512.522983195 473091.658978201,257511.038629217 473075.873115174));POLYGON((257488.436711752 473081.917650511,257493.280115911 473135.572077505,257502.972241728 473121.329591359,257500.545109492 473087.354117999,257503.576980763 473087.074010481,257504.188270301 473092.829663742,257517.808993043 473091.923847208,257515.386633246 473073.732403905,257495.995774929 473075.541275089,257496.919586864 473081.915670043,257488.436711752 473081.917650511));POINT(257501.478 473107.038)
Het Maatman VSO;Min De Savornin Lohmanln;58;POLYGON((257004.456899449 472515.503903086,257006.336197538 472526.353419945,257033.533952027 472521.672026609,257036.244958807 472537.314926523,257009.046540581 472542.000704802,257010.932552278 472552.888980496,257014.023971677 472552.355925574,257015.044936596 472558.279048003,257036.923003178 472554.481102783,257053.436078219 472551.638977214,257048.086050976 472520.895921886,257050.785103838 472520.432148105,257050.332917633 472517.834102264,257056.4649509 472516.779147124,257054.716947272 472506.746075056,257039.990047164 472509.27684925,257039.907022785 472508.798127099,257031.313987658 472510.275897326,257031.416109634 472510.866099117,257004.456899449 472515.503903086));POLYGON((257004.027239576 472515.040756941,257005.761831247 472524.708389679,257030.937510404 472520.205897716,257034.011559188 472537.261282566,257008.385252635 472541.889169389,257010.323412303 472552.699866663,257034.137829416 472548.414314134,257035.322293247 472554.984454682,257050.479669344 472552.259632876,257044.058421013 472516.514463902,257055.15554348 472514.514247151,257053.652907644 472506.106627595,257004.027239576 472515.040756941));POINT(257030.08 472516.8)
CC Service Computers;Parkweg;99;POLYGON((256436.669919087 471306.489874902,256436.66992 471306.489875,256441.476 471307.15385,256442.916275582 471297.252107159,256442.916027713 471297.252072831,256441.171942357 471297.00995224,256441.521998622 471294.422952424,256438.362031044 471293.982903308,256436.669919087 471306.489874902));POLYGON((256441.985948864 471307.994829542,256442.24970062 471299.771980659,256438.652483856 471299.481099292,256437.993499475 471307.674749161,256441.985948864 471307.994829542));POINT(256439.53 471301.86)
Coop Compact Wengel Ter;Beckumerstraat;13;POLYGON((251482.165554331 469353.042857916,251482.256674852 469353.069128506,251482.316053907 469352.821923212,251492.275968955 469355.821998182,251492.247065703 469355.949417846,251492.539029009 469356.03359261,251492.566000784 469355.891874047,251495.176040363 469356.671873151,251495.14753628 469356.785640833,251495.287413528 469356.825968279,251495.395917588 469356.851922566,251495.506091137 469356.421947871,251495.516898243 469356.424878611,251504.126028552 469326.023071398,251506.935016045 469316.104075224,251498.70368231 469313.733198322,251487.307054715 469335.310989928,251485.096060516 469342.522026321,251484.216081743 469345.392097458,251483.716063939 469347.01189711,251481.976111883 469352.982150308,251482.165554331 469353.042857916));POLYGON((251501.592722322 469354.077981835,251498.935198129 469346.774336967,251482.863795353 469347.127202098,251482.435098842 469348.628181753,251501.592722322 469354.077981835));POINT(251492.169 469348.176)
Astoepast;Johannes ter Horststraat;57;POLYGON((257099.176944238 470474.148191956,257096.66504 470479.05905,257095.15302 470482.027925,257094.593713051 470483.086643803,257095.153021149 470482.027926858,257097.545939037 470483.296077452,257096.228037527 470485.79012182,257102.124090424 470488.924102967,257102.124126575 470488.924122179,257107.190508923 470479.162316877,257107.190066779 470479.162076625,257105.701051428 470482.032147761,257105.428962421 470481.886877,257107.260906285 470478.418146337,257101.605898842 470475.43107653,257099.241038018 470474.182103173,257099.176944238 470474.148191956));POLYGON((257098.024594445 470483.168083506,257100.500281544 470484.621896189,257099.042042185 470487.140173296,257105.157063436 470490.500579656,257110.64358464 470479.954780927,257102.361646874 470475.355183202,257098.024594445 470483.168083506));POINT(257100.5 470483.34)
Oman-Imagin;Sterrenstraat;26;POLYGON((254747.221022941 472832.866025198,254735.789103581 472819.989847993,254725.279937471 472808.152052908,254715.881912304 472816.496102503,254726.408089452 472828.352103222,254736.551088187 472839.777149677,254737.82298981 472841.209103189,254747.221022941 472832.866025198));POLYGON((254733.664181599 472822.081868118,254725.824330657 472829.073995341,254735.99586383 472841.455622369,254744.10338238 472834.804291571,254733.664181599 472822.081868118));POINT(254736.55 472830.55)
Centrum Enschede 't;M.H. Tromplaan;18;POLYGON((257600.163103083 471358.658878282,257600.503037143 471358.793103019,257602.351092116 471354.096853933,257598.252029222 471352.482899833,257601.659939052 471343.830103081,257593.965980296 471340.812149001,257593.810961636 471340.074072231,257591.320978892 471339.098103737,257590.634890912 471339.565126817,257589.564007834 471339.14490002,257589.089976461 471340.3350515,257588.316029974 471340.032149897,257586.61793654 471344.301028506,257587.324961795 471344.57792775,257584.270102682 471352.29310252,257584.441909389 471352.361027213,257583.281097171 471355.299023042,257587.994030773 471357.149897261,257589.155073945 471354.207999086,257592.913963861 471355.685124232,257591.786958692 471358.546100515,257594.017037302 471359.422949448,257593.327039013 471361.175022665,257598.3909527 471363.167926309,257600.163103083 471358.658878282));POLYGON((257582.192967711 471355.415065767,257599.916874193 471362.6724182,257602.931168829 471355.287169174,257596.976523506 471352.848697874,257600.261911657 471344.825947969,257588.510897723 471340.013534173,257582.192967711 471355.415065767));POINT(257592.66 471347.59)
Leen Bakker;Schuttersveld;4;POLYGON((257029.588068116 471914.976003322,257032.293101919 471913.326952011,257035.082999778 471917.955921485,257036.618938835 471917.024153021,257048.937972685 471909.550127237,257051.752941119 471914.170001859,257057.323076542 471910.776028975,257070.643069821 471902.657853473,257060.960069945 471886.727000326,257036.753028184 471846.907998672,257022.872992666 471855.256922216,257020.040997266 471850.479098194,257001.551989799 471861.948026119,256998.708040482 471857.362922187,256992.745982208 471860.982124083,256979.97293044 471868.736951456,256983.603942902 471874.712078603,256994.907976846 471893.293953914,256997.342992275 471897.29697134,256997.17692759 471897.482874272,256996.78201825 471898.114998397,256996.563980703 471898.827072808,256996.537070451 471899.571003096,256996.702896217 471900.297046309,256996.833083221 471900.957123965,256996.532929187 471902.517122174,256996.103058023 471903.117071863,256996.023020133 471903.037121576,256995.672963868 471903.396901847,257003.645908428 471911.044151925,257016.232890021 471923.11692392,257029.588068116 471914.976003322));POLYGON((257002.14804189 471862.058283135,257028.394789332 471908.6390492,257049.343380153 471867.967527189,257036.842505196 471847.32825161,257023.01557864 471855.70292104,257020.230760563 471851.10761327,257002.14804189 471862.058283135));POINT(257025.52 471880.88)
Kate Klussenbedrijf R ten;Alleeweg;26;POLYGON((256412.547979573 472197.026924254,256412.479833257 472196.908024256,256412.012076315 472196.091898189,256410.902098113 472196.10490335,256410.595971102 472195.569947613,256401.63793134 472200.702024912,256401.870001401 472201.105997248,256395.748090339 472204.614046027,256398.138937594 472208.786074806,256408.261930838 472202.986123125,256412.958992249 472200.295121836,256412.055089713 472198.717897562,256412.539928192 472198.440026714,256412.141108544 472197.742900673,256412.547979573 472197.026924254));POLYGON((256396.918292886 472201.074066112,256400.776718189 472207.521625415,256417.98109552 472197.200388,256414.123059834 472190.734438334,256396.918292886 472201.074066112));POINT(256406.959 472200.69)
Leusink Afbouw- en Stukadoorswerken gebr;Kerkstraat;9/A;POLYGON((263387.616067188 470973.986925206,263387.61607 470973.986925,263391.820048915 470973.735777721,263396.820899877 470973.437022945,263396.40299 470966.443025,263395.976302684 470959.285804089,263395.974037902 470959.247849879,263386.768063852 470959.798072545,263387.616067188 470973.986925206));POLYGON((263385.93428931 470961.650788795,263385.936524466 470971.935660536,263394.276240615 470971.928208843,263394.273754868 470961.655581873,263385.93428931 470961.650788795));POINT(263391.84 470966.65)
Buurtvereniging Bultsweg eo;Bultsweg;250;POLYGON((262615.23996 471506.12405,262613.319 471497.654875,262611.85804 471497.98605,262609.59820121 471488.021271725,262590.747946425 471492.249149091,262592.863949141 471501.74597526,262592.816722831 471501.756577634,262592.85406 471501.92115,262591.252664549 471502.283720335,262593.199057035 471510.96199984,262593.268056864 471510.947051469,262593.265070376 471510.98312825,262600.110602735 471509.554970294,262615.23996 471506.12405));POLYGON((262592.121889747 471498.747784871,262593.526539665 471508.994550798,262613.401096259 471506.247437005,262610.810547602 471487.559324005,262595.370585383 471489.680038853,262596.525862378 471498.120699001,262592.121889747 471498.747784871));POINT(262600.3 471499.94)
Xtrav@cant Werving- en Selectiebureau voor Secretaresses;Europalaan;1;POLYGON((256178.059993487 469750.795152551,256179.293022978 469747.173027878,256173.851911819 469745.33385273,256174.900017946 469742.232046019,256173.206989596 469741.660049862,256174.212090289 469738.685977252,256171.427942416 469737.662877989,256169.529977248 469737.034974768,256168.489922695 469740.175127991,256167.310020843 469739.785124457,256163.969956066 469749.915046354,256171.430013048 469752.414952203,256171.639999023 469751.794853672,256177.110091065 469753.635000424,256178.059993487 469750.795152551));POLYGON((256165.443577408 469748.827009604,256176.548609473 469752.735797323,256179.913786126 469743.142800756,256168.796455656 469739.23374783,256165.443577408 469748.827009604));POINT(256169.65 469748.66)
Silverduo;Nijmansbos;23;POLYGON((256251.898851436 469455.986051738,256255.248195666 469469.854050765,256258.888888925 469468.992851146,256258.714087766 469468.263877192,256264.855088463 469466.779926925,256262.642952675 469457.602901902,256256.91893744 469458.985128391,256255.9570811 469455.003876493,256251.898960971 469455.986025026,256251.898851436 469455.986051738));POLYGON((256252.478430359 469459.641719061,256255.076702914 469469.523013061,256268.084136006 469466.27175546,256265.608578638 469456.356729821,256252.478430359 469459.641719061));POINT(256258.512 469462.648)
Hertog Vloeren Groothandel;Het Wolbert;13;POLYGON((254728.288111797 471207.220898624,254730.931958425 471193.25792633,254731.181047489 471191.941028281,254715.412938052 471188.954922114,254709.244111247 471221.535846499,254725.002098479 471224.520001493,254726.179013843 471218.304051883,254727.27794602 471218.512046866,254727.702067198 471216.270850555,254726.613942127 471216.065125303,254728.288111797 471207.220898624));POLYGON((254710.524587086 471223.455136595,254725.042510917 471225.774632805,254730.16309508 471193.459404393,254715.650476659 471191.176737839,254710.524587086 471223.455136595));POINT(254720.08 471206.78)
Bos Bouwen Handelsonderneming;Drienerweg;62;POLYGON((257384.542401312 472613.78370758,257383.409952662 472614.570023152,257387.842052477 472621.039146843,257390.163899904 472619.446974199,257393.400003027 472624.167927518,257395.41239102 472622.7844675,257387.521890923 472611.714901295,257384.542401312 472613.78370758));POLYGON((257390.704929633 472615.759137981,257386.479265659 472610.822735418,257383.042695951 472612.952581733,257386.434769984 472618.42334878,257390.704929633 472615.759137981));POINT(257387.67 472616.08)
Ditters BV Gebr;De Reulver;88/90;POLYGON((257579.424831931 468463.51470328,257579.35891 468463.395075,257617.12491 468442.57785,257617.19299 468442.701025,257620.377014382 468440.945862075,257608.780046046 468420.000096266,257605.431937661 468421.81685284,257593.856037701 468400.882946659,257597.203923096 468399.032072441,257585.562933617 468377.979877426,257563.522027757 468390.168023443,257541.479983051 468402.355850901,257553.100043219 468423.370025927,257556.352926425 468421.571148464,257567.930897016 468442.507977421,257564.609013981 468444.344874874,257576.195952001 468465.298921933,257579.424831931 468463.51470328));POLYGON((257563.945669163 468390.167197173,257574.630994987 468408.192540728,257596.36341367 468398.260994488,257585.128104872 468378.259291411,257563.945669163 468390.167197173));POINT(257580.382 468391.349)
Schonewille vof Zwemschool;Hoge Bothofstraat;112;POLYGON((258823.925574161 471513.188706926,258823.980511444 471512.830043093,258810.202071754 471510.854096021,258810.201081205 471510.860929914,258809.28 471517.223125,258808.823052847 471520.368078802,258808.460972887 471522.866102932,258808.455701626 471522.902268604,258807.69392 471528.132075,258807.640365566 471528.496219277,258807.640102693 471528.498022828,258806.125092947 471539.569150493,258806.125089992 471539.569150051,258804.55189 471550.052025,258804.551889718 471550.052027426,258804.551890477 471550.05202754,258804.280948282 471552.380978827,258804.280767838 471552.380956289,258803.93802 471555.32515,258803.61901 471557.42985,258803.616504875 471557.445582672,258802.350099886 471565.408925393,258811.566889006 471566.693003925,258810.63401355 471573.388002209,258814.625889383 471573.944078392,258814.762088622 471573.047120157,258819.26798 471543.37295,258819.281266847 471543.286864297,258823.925574161 471513.188706926));POLYGON((258822.385323373 471527.535759228,258799.684812423 471550.453349919,258797.844671984 471554.671659422,258796.575400272 471560.243404796,258796.777362617 471565.226437269,258801.303025735 471565.944685158,258799.666999144 471576.040400186,258814.169885141 471578.377649292,258822.385323373 471527.535759228));POINT(258808.785 471560.27)
Kikker Café De;Stadsgravenstraat;15;POLYGON((258007.080939535 471438.336852891,258005.35203 471449.082,258004.13993 471455.543975,258004.139930632 471455.54397509,258004.139930758 471455.543971778,258005.352030937 471449.081999232,258006.482022594 471449.16714999,258005.814100428 471455.781871465,258011.041076384 471456.632072957,258011.042000176 471456.772147026,258011.22393 471453.705125,258012.277099911 471438.617001273,258007.080939535 471438.336852891));POLYGON((258000.242974292 471458.195547425,258001.26327818 471458.759827105,258010.790287577 471460.46840202,258014.04052054 471456.530298534,258014.45489724 471439.239957893,258009.442980674 471438.701546375,258005.788570324 471438.028899205,258000.242974292 471458.195547425));POINT(258009.357 471442.036)
Dolder Timmer- en Onderhoudsbedrijf R van den;Warenveldehoek;26;POLYGON((254720.598202227 467964.017290776,254728.331177186 467960.694525024,254728.330886276 467960.693847651,254725.020957158 467952.869152376,254725.020818733 467952.868825031,254713.82906126 467957.678723725,254713.830083252 467957.681102007,254716.019911962 467962.780996906,254719.440006665 467961.311023405,254720.59806335 467964.016973065,254720.598202227 467964.017290776));POLYGON((254709.259981526 467954.648589284,254713.448879354 467963.889164512,254720.858281291 467960.557045278,254716.688065895 467951.304575321,254709.259981526 467954.648589284));POINT(254719.89 467958.84)
Enschedese Schoolvereniging Neutraal Ond;Tichelweg;7;POLYGON((258597.590073463 472716.76984708,258596.889952969 472715.91997211,258598.027988235 472714.971949184,258601.2700723 472712.26990187,258601.719948954 472711.889972756,258607.363002478 472718.54012593,258606.859990222 472718.989922945,258607.089989651 472719.259997067,258612.949933912 472714.389878606,258612.25003641 472713.529921251,258617.790052101 472708.92012105,258617.569943922 472708.650046928,258617.253917697 472708.884052234,258611.594076126 472702.214076741,258611.980018035 472701.919951432,258611.77003206 472701.680100573,258611.379948887 472701.999901718,258606.048087457 472695.386151848,258606.339958963 472695.149876811,258606.160100683 472694.920100372,258604.620020362 472696.199950037,258599.12003158 472689.580028091,258602.040108478 472687.160072528,258601.799986844 472686.869849563,258601.52007722 472687.110026946,258596.139922281 472680.639923187,258596.420062861 472680.400072328,258596.219960171 472680.159902909,258595.000039374 472681.169997011,258594.657110862 472681.459901416,258589.353999361 472675.074948416,258589.699922326 472674.810074766,258589.500050592 472674.560149485,258589.169999818 472674.839971506,258584.949956268 472669.769973347,258586.899902263 472668.140099273,258586.669902833 472667.859950729,258586.295922805 472668.132947629,258582.15109098 472663.19100213,258582.520013888 472662.879977278,258582.290006494 472662.590072872,258580.209889423 472664.320046074,258575.289956335 472668.409846872,258572.860013955 472665.490048713,258572.529963181 472665.769878697,258572.799981555 472666.100072823,258567.739978177 472670.319877454,258567.460068553 472669.990001887,258567.119903538 472670.260076009,258570.76999767 472674.64984767,258565.700111007 472678.869978823,258566.409891795 472679.719853793,258562.979897878 472682.579850508,258568.789931944 472689.56995367,258575.789982103 472683.759927568,258576.810031166 472684.969901367,258577.14008194 472684.700153768,258582.640070723 472691.310001293,258580.420106353 472693.169978328,258581.47995137 472694.360121844,258579.349916141 472696.069946205,258578.460046118 472694.79009654,258571.850079133 472700.290077358,258580.209889423 472710.340048969,258579.869947399 472710.619878954,258580.119960284 472710.919849816,258580.438972996 472710.676096612,258590.25008128 472722.328976297,258589.869889356 472722.629926728,258590.139907731 472722.969876716,258597.590073463 472716.76984708));POLYGON((258562.890475011 472680.915876302,258567.735193042 472686.136153106,258573.814679842 472680.452411733,258582.934226283 472690.256507037,258573.649648301 472698.910275121,258593.204363558 472719.88687814,258603.090022785 472710.670183421,258607.809144445 472715.728642929,258617.813599359 472706.410360118,258606.994939393 472694.788844391,258604.778512765 472696.861086189,258597.12329001 472688.661244134,258601.987721141 472684.133892698,258596.968294043 472678.756844797,258592.999228288 472682.445691715,258583.134955542 472671.854465473,258586.203030811 472668.979510291,258581.321498574 472663.758427372,258562.890475011 472680.915876302));POINT(258590.39 472699.19)
